team_1,team_2,venue,pitch_type,weather,toss_winner,toss_decision_bat,team1_avg_runs_last5,team2_avg_runs_last5,team1_avg_wickets_taken_last5,team2_avg_wickets_taken_last5,team1_win_percentage_last10,team2_win_percentage_last10,team1_key_player_form,team2_key_player_form,Format,team1_win
Afghanistan,Sri Lanka,Melbourne,Batting,Cloudy,2,0,160.0,154.0,5,8,43,42,67.0,97.0,ODI,0
India,Pakistan,Kolkata,Bowling,Rainy,2,0,182.0,182.0,4,9,55,41,73.0,69.0,T20,1
Australia,Afghanistan,Mumbai,Balanced,Clear,1,0,154.0,177.0,7,6,68,52,62.0,97.0,ODI,0
Australia,Sri Lanka,Chennai,Batting,Rainy,1,1,188.0,194.0,4,4,31,43,22.0,77.0,T20,0
Australia,Bangladesh,Kolkata,Batting,Cloudy,1,0,195.0,141.0,8,5,32,84,20.0,84.0,ODI,0
South Africa,New Zealand,Mumbai,Batting,Cloudy,2,0,198.0,188.0,7,8,54,76,46.0,73.0,T20,0
Australia,Bangladesh,Mumbai,Balanced,Rainy,1,1,193.0,160.0,9,8,50,51,88.0,95.0,T20,1
Bangladesh,Sri Lanka,Melbourne,Balanced,Cloudy,2,1,145.0,194.0,6,5,44,32,71.0,51.0,ODI,0
Pakistan,New Zealand,Johannesburg,Batting,Clear,2,0,140.0,181.0,8,5,81,34,20.0,42.0,ODI,1
South Africa,Sri Lanka,Chennai,Batting,Humid,2,0,171.0,193.0,9,9,46,62,89.0,27.0,T20,0
Bangladesh,West Indies,Mumbai,Balanced,Clear,1,1,184.0,184.0,9,5,66,85,32.0,54.0,T20,0
Pakistan,India,London,Balanced,Clear,1,1,141.0,169.0,6,6,73,50,93.0,44.0,ODI,0
Sri Lanka,West Indies,Bengaluru,Batting,Rainy,1,0,155.0,140.0,4,5,82,36,82.0,57.0,ODI,1
Australia,South Africa,Bengaluru,Batting,Rainy,2,0,179.0,171.0,6,5,64,88,79.0,43.0,T20,0
Pakistan,Bangladesh,Mumbai,Bowling,Rainy,2,0,170.0,170.0,7,4,76,84,53.0,80.0,ODI,0
India,Australia,Kolkata,Bowling,Humid,1,0,181.0,169.0,5,6,62,67,22.0,96.0,T20,0
India,South Africa,Melbourne,Batting,Cloudy,1,0,165.0,145.0,7,7,85,34,55.0,49.0,ODI,1
India,Pakistan,Johannesburg,Bowling,Humid,1,1,181.0,186.0,7,5,89,75,61.0,42.0,T20,1
Australia,South Africa,Melbourne,Batting,Clear,1,0,145.0,146.0,5,7,67,42,92.0,70.0,ODI,1
West Indies,England,Johannesburg,Bowling,Cloudy,1,0,149.0,192.0,8,4,63,54,30.0,46.0,T20,0
England,West Indies,Johannesburg,Bowling,Humid,2,1,152.0,148.0,9,9,88,50,42.0,29.0,ODI,1
India,New Zealand,Mumbai,Balanced,Clear,2,0,157.0,141.0,8,8,88,70,33.0,47.0,ODI,1
Bangladesh,West Indies,Mumbai,Batting,Clear,1,0,194.0,151.0,8,5,56,44,50.0,73.0,T20,1
India,Sri Lanka,Chennai,Balanced,Humid,1,1,190.0,172.0,4,8,78,52,31.0,20.0,T20,1
India,New Zealand,Delhi,Balanced,Rainy,1,0,153.0,165.0,4,6,69,49,20.0,89.0,ODI,0
Sri Lanka,England,Dubai,Batting,Clear,1,0,183.0,175.0,9,7,60,56,50.0,83.0,T20,1
New Zealand,Bangladesh,Johannesburg,Balanced,Clear,1,0,196.0,198.0,7,4,49,39,25.0,42.0,T20,1
New Zealand,South Africa,Dubai,Batting,Cloudy,2,1,185.0,155.0,8,4,33,34,68.0,64.0,ODI,1
Afghanistan,New Zealand,Chennai,Batting,Cloudy,2,0,188.0,175.0,5,9,67,41,40.0,50.0,T20,1
Sri Lanka,Australia,Kolkata,Balanced,Humid,1,0,150.0,142.0,9,8,89,87,94.0,98.0,ODI,1
West Indies,England,Sydney,Batting,Clear,2,1,176.0,172.0,8,8,34,67,92.0,94.0,T20,0
India,West Indies,Bengaluru,Balanced,Humid,1,1,177.0,197.0,9,4,76,72,40.0,25.0,T20,0
Pakistan,Bangladesh,Chennai,Bowling,Cloudy,1,0,151.0,185.0,5,8,58,79,53.0,23.0,ODI,0
England,South Africa,London,Batting,Rainy,1,0,155.0,168.0,8,8,43,49,72.0,76.0,ODI,0
South Africa,Sri Lanka,Johannesburg,Balanced,Clear,1,1,154.0,176.0,8,4,80,35,35.0,22.0,ODI,1
New Zealand,Bangladesh,Sydney,Batting,Rainy,1,0,198.0,144.0,4,8,54,62,23.0,79.0,T20,1
England,South Africa,Johannesburg,Batting,Clear,2,0,186.0,147.0,7,9,54,33,43.0,96.0,ODI,1
West Indies,Bangladesh,Bengaluru,Balanced,Clear,1,0,194.0,169.0,6,5,42,57,46.0,79.0,ODI,1
India,West Indies,Kolkata,Bowling,Cloudy,2,0,181.0,174.0,8,4,36,82,59.0,50.0,T20,0
England,Pakistan,Bengaluru,Batting,Cloudy,1,1,179.0,162.0,7,6,89,72,81.0,90.0,T20,1
England,Afghanistan,Dubai,Balanced,Cloudy,1,0,184.0,176.0,9,7,31,87,38.0,21.0,T20,0
Afghanistan,Sri Lanka,Melbourne,Balanced,Clear,2,0,142.0,149.0,4,4,44,40,62.0,93.0,ODI,0
West Indies,England,Delhi,Batting,Clear,2,0,194.0,179.0,6,5,87,69,20.0,24.0,T20,1
South Africa,New Zealand,Johannesburg,Balanced,Rainy,1,0,182.0,178.0,4,6,74,42,61.0,94.0,T20,1
Pakistan,New Zealand,Sydney,Bowling,Clear,2,0,158.0,140.0,6,6,58,75,54.0,68.0,ODI,1
Sri Lanka,South Africa,London,Bowling,Clear,1,0,159.0,145.0,7,5,81,49,94.0,62.0,ODI,1
Australia,Bangladesh,Dubai,Bowling,Clear,1,1,157.0,183.0,6,8,63,43,27.0,78.0,ODI,0
Sri Lanka,New Zealand,Dubai,Batting,Humid,1,1,154.0,141.0,4,8,88,50,37.0,33.0,ODI,1
Sri Lanka,India,Chennai,Batting,Cloudy,2,1,160.0,141.0,6,5,80,84,50.0,31.0,ODI,1
England,Sri Lanka,Sydney,Batting,Cloudy,2,0,144.0,195.0,7,8,66,73,86.0,56.0,ODI,0
West Indies,England,Sydney,Batting,Rainy,2,0,197.0,190.0,6,4,31,71,95.0,78.0,T20,0
Afghanistan,India,Mumbai,Bowling,Cloudy,2,1,199.0,163.0,7,6,87,36,74.0,54.0,T20,1
South Africa,Sri Lanka,London,Bowling,Rainy,1,1,152.0,150.0,6,4,43,37,58.0,90.0,ODI,1
Afghanistan,South Africa,Mumbai,Bowling,Clear,2,0,164.0,197.0,4,4,83,63,92.0,55.0,T20,0
Sri Lanka,England,Dubai,Bowling,Clear,1,0,181.0,182.0,4,6,62,45,56.0,50.0,T20,1
England,Bangladesh,Chennai,Batting,Clear,2,0,156.0,164.0,9,8,80,33,56.0,24.0,ODI,1
Afghanistan,South Africa,Melbourne,Batting,Humid,2,0,190.0,177.0,5,8,34,47,20.0,70.0,T20,1
Australia,Bangladesh,Melbourne,Batting,Clear,1,1,199.0,148.0,9,5,77,39,78.0,23.0,T20,1
Bangladesh,Australia,Johannesburg,Bowling,Humid,2,1,149.0,198.0,6,8,33,53,85.0,44.0,T20,0
England,Pakistan,Johannesburg,Balanced,Humid,1,0,161.0,151.0,8,5,35,45,68.0,37.0,ODI,1
New Zealand,Pakistan,Mumbai,Batting,Humid,2,1,168.0,173.0,6,4,85,72,28.0,53.0,T20,0
Australia,Pakistan,Bengaluru,Bowling,Cloudy,1,1,166.0,166.0,5,5,82,58,68.0,62.0,ODI,1
Pakistan,Afghanistan,Melbourne,Batting,Humid,1,1,168.0,188.0,8,5,37,62,89.0,31.0,T20,0
Sri Lanka,Australia,Dubai,Batting,Clear,2,1,160.0,170.0,5,5,35,66,69.0,76.0,ODI,0
New Zealand,Australia,Melbourne,Balanced,Cloudy,1,1,155.0,184.0,7,4,69,66,71.0,50.0,ODI,0
West Indies,Bangladesh,Kolkata,Batting,Cloudy,2,1,143.0,184.0,5,5,49,64,87.0,24.0,ODI,0
Sri Lanka,India,Bengaluru,Balanced,Humid,2,0,198.0,174.0,7,5,66,33,32.0,58.0,T20,1
West Indies,Australia,Bengaluru,Balanced,Humid,2,0,157.0,178.0,6,4,60,39,66.0,64.0,ODI,0
India,Pakistan,Kolkata,Batting,Clear,1,0,150.0,169.0,5,9,40,71,81.0,21.0,ODI,0
West Indies,Afghanistan,London,Balanced,Rainy,1,1,199.0,147.0,9,6,85,40,49.0,95.0,T20,1
Bangladesh,New Zealand,Delhi,Batting,Humid,2,0,171.0,151.0,9,4,71,41,46.0,85.0,ODI,1
Afghanistan,South Africa,Dubai,Batting,Cloudy,2,0,166.0,166.0,6,8,68,87,60.0,36.0,ODI,0
New Zealand,Afghanistan,Mumbai,Batting,Humid,2,0,143.0,194.0,9,8,81,57,34.0,70.0,ODI,0
Australia,India,Sydney,Balanced,Humid,2,1,194.0,153.0,8,5,38,36,62.0,45.0,T20,1
Afghanistan,India,Sydney,Balanced,Cloudy,2,1,169.0,180.0,5,4,70,63,46.0,88.0,T20,0
Australia,Bangladesh,Dubai,Batting,Clear,1,1,199.0,150.0,6,5,71,58,49.0,95.0,T20,1
West Indies,Pakistan,Kolkata,Balanced,Rainy,1,0,140.0,187.0,8,4,55,49,20.0,87.0,ODI,0
Afghanistan,West Indies,Dubai,Balanced,Cloudy,2,0,157.0,148.0,5,4,53,75,83.0,54.0,ODI,1
Sri Lanka,Bangladesh,Mumbai,Balanced,Cloudy,1,1,162.0,145.0,6,5,40,33,70.0,57.0,ODI,1
Bangladesh,Sri Lanka,Mumbai,Batting,Cloudy,2,1,187.0,169.0,6,8,76,48,91.0,85.0,T20,1
West Indies,South Africa,Johannesburg,Bowling,Humid,2,0,190.0,180.0,6,6,57,37,97.0,94.0,T20,1
Pakistan,England,Mumbai,Batting,Cloudy,2,0,149.0,181.0,6,4,51,66,27.0,78.0,ODI,0
Australia,South Africa,Mumbai,Bowling,Clear,1,0,191.0,157.0,9,5,83,87,89.0,30.0,T20,1
India,Pakistan,Johannesburg,Batting,Humid,2,1,172.0,155.0,7,4,42,63,20.0,70.0,ODI,0
England,South Africa,Dubai,Batting,Cloudy,1,1,186.0,180.0,5,8,50,85,73.0,31.0,T20,1
New Zealand,Afghanistan,Melbourne,Batting,Cloudy,1,0,180.0,146.0,5,9,62,49,82.0,91.0,ODI,1
England,West Indies,Dubai,Batting,Humid,1,0,142.0,196.0,6,8,51,43,58.0,25.0,ODI,0
New Zealand,Afghanistan,Dubai,Batting,Rainy,1,1,180.0,141.0,6,7,55,72,41.0,24.0,ODI,1
India,West Indies,Kolkata,Bowling,Clear,2,0,185.0,168.0,8,7,55,72,20.0,56.0,T20,0
Bangladesh,New Zealand,Kolkata,Balanced,Cloudy,2,1,169.0,174.0,4,5,40,41,68.0,25.0,T20,1
New Zealand,Bangladesh,Dubai,Balanced,Clear,1,0,193.0,188.0,5,7,52,37,74.0,22.0,T20,1
Bangladesh,New Zealand,Dubai,Batting,Clear,1,1,175.0,151.0,4,5,67,77,20.0,42.0,ODI,1
Pakistan,India,Bengaluru,Balanced,Clear,2,0,150.0,189.0,9,7,70,65,57.0,27.0,ODI,0
Bangladesh,India,Mumbai,Balanced,Clear,1,0,199.0,188.0,8,8,31,38,98.0,22.0,T20,1
South Africa,Bangladesh,Mumbai,Balanced,Cloudy,2,1,194.0,142.0,4,4,84,48,98.0,35.0,ODI,1
Pakistan,Sri Lanka,Kolkata,Batting,Clear,1,1,168.0,191.0,6,9,59,74,55.0,41.0,T20,0
West Indies,Sri Lanka,Kolkata,Balanced,Rainy,1,0,170.0,169.0,4,9,33,39,20.0,89.0,ODI,1
Afghanistan,Pakistan,Dubai,Balanced,Rainy,1,1,170.0,149.0,7,4,59,37,79.0,39.0,ODI,1
Pakistan,New Zealand,Sydney,Bowling,Humid,1,0,180.0,168.0,5,5,42,40,40.0,29.0,T20,1
Bangladesh,Afghanistan,London,Balanced,Clear,2,1,159.0,169.0,9,5,49,34,79.0,59.0,ODI,1
England,Bangladesh,Delhi,Batting,Clear,1,1,155.0,163.0,7,5,60,61,78.0,98.0,ODI,0
Sri Lanka,New Zealand,Dubai,Bowling,Humid,1,0,155.0,198.0,8,5,60,80,69.0,49.0,T20,0
Afghanistan,Pakistan,Chennai,Batting,Cloudy,2,1,142.0,141.0,7,6,38,42,88.0,64.0,ODI,1
Bangladesh,West Indies,Bengaluru,Batting,Clear,1,1,157.0,193.0,8,4,86,58,87.0,81.0,T20,0
South Africa,India,Bengaluru,Balanced,Clear,2,1,170.0,172.0,4,6,33,73,54.0,49.0,T20,0
India,Afghanistan,Chennai,Balanced,Rainy,1,1,141.0,174.0,7,6,31,58,75.0,49.0,ODI,0
Australia,England,Chennai,Balanced,Humid,1,1,180.0,145.0,5,5,52,85,34.0,43.0,ODI,1
Australia,Pakistan,Chennai,Bowling,Humid,1,0,178.0,146.0,7,8,54,40,44.0,50.0,ODI,1
New Zealand,Pakistan,Mumbai,Balanced,Cloudy,2,1,198.0,151.0,9,4,36,84,46.0,60.0,T20,1
Australia,South Africa,Chennai,Bowling,Clear,1,1,170.0,199.0,7,9,70,76,37.0,36.0,T20,0
West Indies,India,Delhi,Bowling,Humid,1,0,174.0,189.0,9,5,51,87,36.0,51.0,T20,0
New Zealand,Pakistan,London,Batting,Clear,1,1,172.0,155.0,9,5,44,32,67.0,70.0,ODI,1
Afghanistan,New Zealand,Dubai,Balanced,Rainy,1,1,178.0,169.0,8,9,35,82,28.0,79.0,T20,0
New Zealand,Bangladesh,Bengaluru,Balanced,Clear,2,0,142.0,193.0,9,4,40,45,84.0,74.0,ODI,0
England,India,Delhi,Bowling,Rainy,2,0,143.0,169.0,4,5,88,85,48.0,82.0,ODI,0
Pakistan,England,Sydney,Balanced,Rainy,2,0,162.0,185.0,6,7,82,40,80.0,28.0,T20,1
South Africa,Bangladesh,London,Balanced,Cloudy,2,0,170.0,183.0,8,4,33,53,35.0,67.0,T20,0
Sri Lanka,Bangladesh,Bengaluru,Batting,Rainy,2,0,182.0,142.0,7,7,68,64,46.0,22.0,ODI,1
South Africa,Sri Lanka,Delhi,Batting,Clear,2,1,141.0,199.0,5,6,40,88,91.0,87.0,ODI,0
West Indies,New Zealand,Melbourne,Bowling,Cloudy,1,1,170.0,157.0,7,4,67,51,29.0,37.0,ODI,1
England,Pakistan,Kolkata,Batting,Humid,1,1,154.0,197.0,6,5,76,43,52.0,33.0,T20,0
India,Pakistan,Delhi,Batting,Rainy,2,0,191.0,144.0,8,8,31,66,32.0,84.0,ODI,1
South Africa,India,Sydney,Bowling,Humid,1,0,156.0,172.0,9,9,39,64,63.0,78.0,ODI,0
Pakistan,Afghanistan,London,Batting,Cloudy,2,0,198.0,172.0,9,9,47,89,73.0,57.0,T20,0
New Zealand,Sri Lanka,Chennai,Bowling,Rainy,1,1,179.0,162.0,7,9,51,77,30.0,40.0,T20,1
New Zealand,Pakistan,Chennai,Batting,Rainy,1,1,179.0,175.0,6,8,61,65,78.0,30.0,T20,1
Sri Lanka,South Africa,Chennai,Batting,Cloudy,1,0,173.0,198.0,5,6,43,80,67.0,98.0,T20,0
West Indies,England,Kolkata,Batting,Rainy,1,0,159.0,185.0,5,9,32,61,42.0,52.0,T20,0
South Africa,Sri Lanka,Bengaluru,Batting,Humid,2,1,160.0,171.0,5,9,49,66,72.0,22.0,ODI,0
England,Pakistan,Melbourne,Batting,Clear,2,0,198.0,173.0,8,5,57,41,57.0,86.0,T20,1
Bangladesh,Australia,Kolkata,Batting,Cloudy,1,1,167.0,152.0,7,4,64,73,80.0,23.0,ODI,1
Afghanistan,Pakistan,Kolkata,Bowling,Rainy,2,1,150.0,185.0,8,4,43,79,68.0,83.0,ODI,0
New Zealand,Bangladesh,Mumbai,Batting,Clear,2,1,141.0,176.0,9,9,46,59,57.0,48.0,ODI,0
Sri Lanka,West Indies,Dubai,Batting,Humid,1,1,158.0,154.0,6,4,37,64,97.0,65.0,ODI,1
India,South Africa,Sydney,Bowling,Humid,1,1,171.0,148.0,5,4,83,67,78.0,62.0,ODI,1
Australia,New Zealand,Dubai,Bowling,Rainy,2,1,197.0,190.0,4,4,66,81,86.0,43.0,T20,1
Bangladesh,England,Bengaluru,Batting,Rainy,1,1,170.0,154.0,5,6,67,54,20.0,99.0,ODI,1
Sri Lanka,England,Mumbai,Batting,Rainy,2,0,182.0,169.0,5,8,58,81,76.0,46.0,ODI,1
Bangladesh,India,Sydney,Balanced,Clear,2,1,175.0,161.0,5,5,74,81,21.0,22.0,ODI,0
West Indies,Bangladesh,Delhi,Bowling,Humid,1,0,179.0,181.0,9,4,48,53,30.0,42.0,T20,0
Bangladesh,Pakistan,Bengaluru,Batting,Clear,2,1,186.0,140.0,4,4,37,75,27.0,82.0,ODI,0
West Indies,Australia,Chennai,Batting,Rainy,1,0,170.0,186.0,8,4,51,45,99.0,57.0,T20,1
England,India,London,Balanced,Cloudy,2,1,190.0,188.0,7,9,68,60,81.0,51.0,T20,1
Bangladesh,Pakistan,Mumbai,Batting,Clear,1,0,174.0,155.0,5,6,45,85,77.0,21.0,ODI,1
India,Sri Lanka,Sydney,Balanced,Clear,2,0,158.0,147.0,8,7,80,70,63.0,70.0,ODI,1
England,Australia,Bengaluru,Batting,Cloudy,2,0,194.0,152.0,4,7,89,50,20.0,42.0,T20,1
India,South Africa,Sydney,Bowling,Cloudy,1,0,199.0,160.0,8,6,55,69,92.0,34.0,T20,1
Pakistan,South Africa,Dubai,Balanced,Cloudy,2,0,144.0,194.0,9,6,63,80,36.0,41.0,ODI,0
Sri Lanka,West Indies,Mumbai,Batting,Rainy,2,1,158.0,165.0,8,9,44,51,74.0,60.0,ODI,0
Australia,Bangladesh,London,Bowling,Rainy,1,1,173.0,144.0,7,8,40,48,41.0,26.0,ODI,1
India,Bangladesh,Melbourne,Balanced,Cloudy,2,1,170.0,145.0,9,6,87,72,93.0,98.0,ODI,1
South Africa,New Zealand,Melbourne,Bowling,Humid,2,1,192.0,186.0,8,9,44,50,78.0,22.0,T20,1
Afghanistan,West Indies,London,Batting,Rainy,1,0,191.0,182.0,5,6,59,87,56.0,20.0,T20,0
Pakistan,Australia,Dubai,Balanced,Humid,2,0,180.0,174.0,9,6,57,45,27.0,38.0,T20,1
India,Afghanistan,London,Bowling,Rainy,2,0,170.0,192.0,8,9,76,73,77.0,81.0,T20,0
Bangladesh,India,Sydney,Batting,Humid,1,1,199.0,174.0,6,7,58,71,47.0,51.0,T20,1
Australia,New Zealand,Sydney,Bowling,Clear,1,1,195.0,175.0,8,7,83,50,98.0,72.0,T20,1
England,West Indies,Melbourne,Bowling,Clear,2,0,164.0,164.0,4,7,74,89,79.0,89.0,ODI,0
New Zealand,India,Mumbai,Balanced,Clear,2,1,193.0,175.0,7,9,75,85,89.0,88.0,T20,1
Pakistan,West Indies,Bengaluru,Bowling,Clear,2,0,146.0,195.0,9,5,45,45,85.0,69.0,T20,0
Afghanistan,West Indies,Sydney,Balanced,Clear,2,0,186.0,167.0,6,6,51,73,96.0,61.0,T20,1
New Zealand,India,Delhi,Balanced,Humid,1,0,155.0,173.0,4,6,64,69,84.0,31.0,ODI,0
South Africa,New Zealand,Bengaluru,Balanced,Clear,1,0,146.0,169.0,7,9,53,60,60.0,67.0,ODI,0
Australia,England,Sydney,Balanced,Clear,2,1,184.0,142.0,8,8,58,69,25.0,61.0,ODI,1
Pakistan,New Zealand,Dubai,Batting,Humid,2,0,153.0,190.0,6,4,33,72,68.0,70.0,T20,0
Bangladesh,Sri Lanka,Delhi,Batting,Clear,1,0,188.0,140.0,6,9,40,39,94.0,99.0,ODI,1
India,New Zealand,Melbourne,Batting,Clear,1,1,156.0,169.0,8,4,31,39,34.0,78.0,ODI,0
England,Afghanistan,Bengaluru,Batting,Cloudy,2,0,146.0,169.0,9,7,51,84,29.0,51.0,ODI,0
Afghanistan,India,Dubai,Balanced,Clear,1,0,162.0,197.0,8,9,34,73,79.0,79.0,T20,0
England,New Zealand,Mumbai,Bowling,Cloudy,1,0,176.0,197.0,4,5,80,56,87.0,56.0,T20,1
India,Sri Lanka,Delhi,Balanced,Cloudy,1,1,166.0,160.0,4,6,80,57,63.0,24.0,ODI,1
New Zealand,India,Dubai,Batting,Humid,1,1,170.0,168.0,6,5,63,32,39.0,22.0,ODI,1
Pakistan,Afghanistan,Melbourne,Bowling,Humid,1,1,155.0,148.0,6,7,40,74,95.0,44.0,ODI,1
England,New Zealand,Sydney,Balanced,Rainy,1,1,142.0,184.0,4,4,88,33,29.0,52.0,ODI,1
Sri Lanka,England,Dubai,Batting,Cloudy,2,0,154.0,155.0,9,7,86,51,77.0,71.0,ODI,1
India,Pakistan,Chennai,Batting,Rainy,2,1,179.0,164.0,6,4,89,89,80.0,36.0,T20,1
Sri Lanka,West Indies,Melbourne,Batting,Humid,2,1,196.0,187.0,8,6,67,87,63.0,53.0,T20,0
Afghanistan,West Indies,Delhi,Bowling,Clear,1,0,183.0,158.0,6,6,65,44,20.0,51.0,T20,1
Bangladesh,Australia,Bengaluru,Bowling,Humid,1,1,183.0,162.0,9,8,84,33,30.0,44.0,T20,1
England,India,Kolkata,Balanced,Cloudy,2,1,182.0,146.0,9,4,39,75,94.0,73.0,ODI,1
West Indies,Sri Lanka,Mumbai,Bowling,Clear,1,1,196.0,149.0,8,6,66,89,44.0,92.0,T20,1
Bangladesh,Sri Lanka,Dubai,Bowling,Humid,1,1,195.0,169.0,9,4,87,35,84.0,69.0,T20,1
India,South Africa,Dubai,Balanced,Clear,1,0,174.0,196.0,7,9,77,77,67.0,64.0,T20,0
England,Australia,Mumbai,Batting,Cloudy,2,1,195.0,193.0,4,9,85,33,58.0,48.0,T20,1
India,Australia,Bengaluru,Bowling,Cloudy,1,0,198.0,185.0,7,8,33,63,42.0,61.0,T20,0
Australia,West Indies,Bengaluru,Batting,Clear,1,0,199.0,182.0,9,5,83,53,31.0,57.0,T20,1
Pakistan,West Indies,Mumbai,Batting,Rainy,1,1,167.0,146.0,4,5,74,60,20.0,27.0,ODI,1
Pakistan,Bangladesh,Mumbai,Bowling,Rainy,1,0,153.0,166.0,5,8,50,71,53.0,44.0,ODI,0
Australia,Sri Lanka,Mumbai,Bowling,Clear,2,1,195.0,183.0,8,7,80,52,30.0,45.0,T20,1
India,Afghanistan,Mumbai,Batting,Cloudy,2,1,153.0,195.0,9,9,70,72,20.0,73.0,T20,0
West Indies,Pakistan,Bengaluru,Balanced,Cloudy,1,1,159.0,143.0,7,9,89,59,67.0,76.0,ODI,1
England,Bangladesh,Melbourne,Bowling,Rainy,1,0,162.0,195.0,4,9,79,61,28.0,85.0,T20,0
South Africa,Sri Lanka,Sydney,Batting,Clear,1,1,173.0,174.0,6,8,61,33,29.0,57.0,T20,1
India,England,Melbourne,Bowling,Clear,1,1,161.0,164.0,9,7,64,40,71.0,42.0,ODI,1
Australia,England,London,Batting,Clear,1,0,181.0,194.0,9,5,84,72,28.0,71.0,T20,0
Bangladesh,Australia,Bengaluru,Balanced,Humid,1,1,170.0,169.0,5,6,76,76,50.0,54.0,ODI,1
Afghanistan,England,Melbourne,Bowling,Clear,1,0,194.0,186.0,8,8,39,44,57.0,23.0,T20,1
England,New Zealand,Johannesburg,Bowling,Clear,1,1,145.0,155.0,8,9,53,85,69.0,97.0,ODI,0
Sri Lanka,Australia,Melbourne,Balanced,Cloudy,2,1,197.0,181.0,4,9,67,47,22.0,93.0,T20,1
South Africa,Australia,Melbourne,Balanced,Rainy,1,0,169.0,159.0,9,8,89,79,46.0,48.0,ODI,1
Sri Lanka,West Indies,Mumbai,Batting,Rainy,2,0,192.0,169.0,9,7,32,56,26.0,23.0,T20,0
Bangladesh,India,Sydney,Batting,Cloudy,1,1,143.0,178.0,4,7,32,42,71.0,30.0,ODI,0
Afghanistan,South Africa,Delhi,Batting,Humid,1,0,199.0,151.0,9,8,61,66,81.0,26.0,T20,1
India,England,Bengaluru,Balanced,Humid,1,1,147.0,178.0,9,4,66,31,26.0,39.0,ODI,1
West Indies,Bangladesh,Sydney,Batting,Cloudy,1,1,140.0,165.0,6,8,71,57,66.0,46.0,ODI,1
Pakistan,India,Delhi,Balanced,Humid,2,1,144.0,196.0,4,8,31,42,61.0,96.0,ODI,0
Bangladesh,Sri Lanka,Johannesburg,Batting,Clear,1,1,151.0,157.0,9,9,41,60,43.0,43.0,ODI,0
Pakistan,England,Delhi,Batting,Clear,2,1,156.0,145.0,7,5,59,36,34.0,20.0,ODI,1
Sri Lanka,Afghanistan,Chennai,Batting,Humid,2,0,147.0,155.0,6,7,49,89,67.0,84.0,ODI,0
England,South Africa,Mumbai,Balanced,Clear,2,1,147.0,169.0,7,4,72,64,22.0,87.0,ODI,0
West Indies,Pakistan,Johannesburg,Bowling,Rainy,2,1,180.0,148.0,5,4,36,66,35.0,82.0,ODI,0
Sri Lanka,Afghanistan,Delhi,Bowling,Cloudy,2,0,170.0,169.0,4,8,32,53,58.0,68.0,ODI,0
New Zealand,South Africa,Chennai,Batting,Humid,1,1,170.0,196.0,9,6,39,42,73.0,74.0,T20,0
Australia,Pakistan,Melbourne,Balanced,Cloudy,1,0,144.0,166.0,7,8,71,78,68.0,23.0,ODI,0
Afghanistan,West Indies,Delhi,Balanced,Clear,2,1,190.0,188.0,6,4,88,50,20.0,96.0,T20,1
Sri Lanka,New Zealand,London,Balanced,Cloudy,1,0,171.0,175.0,6,6,63,46,98.0,85.0,T20,1
New Zealand,West Indies,Dubai,Batting,Cloudy,1,1,170.0,189.0,5,8,83,69,68.0,21.0,T20,1
Pakistan,Australia,Melbourne,Balanced,Humid,1,1,178.0,184.0,5,5,60,83,43.0,31.0,T20,0
New Zealand,Australia,Dubai,Bowling,Clear,2,0,174.0,191.0,6,8,79,48,48.0,33.0,T20,1
Afghanistan,Bangladesh,London,Bowling,Clear,1,1,185.0,178.0,6,8,65,54,54.0,87.0,T20,1
Afghanistan,Pakistan,London,Batting,Clear,2,0,160.0,150.0,7,8,75,39,52.0,90.0,ODI,1
Bangladesh,Afghanistan,Chennai,Bowling,Rainy,2,1,194.0,145.0,5,5,47,89,96.0,64.0,ODI,1
Afghanistan,West Indies,Delhi,Batting,Rainy,2,0,185.0,194.0,4,4,69,89,20.0,45.0,T20,0
South Africa,Australia,Mumbai,Balanced,Humid,2,0,173.0,198.0,8,9,65,46,74.0,94.0,T20,0
New Zealand,Bangladesh,Delhi,Batting,Rainy,2,0,194.0,169.0,4,8,78,41,65.0,69.0,T20,1
West Indies,New Zealand,Bengaluru,Balanced,Cloudy,2,1,192.0,178.0,7,8,62,41,66.0,54.0,T20,1
Australia,Bangladesh,Johannesburg,Balanced,Rainy,1,0,146.0,172.0,7,8,32,39,72.0,26.0,ODI,0
Pakistan,New Zealand,Melbourne,Batting,Clear,1,1,173.0,199.0,6,8,76,38,89.0,51.0,T20,1
Sri Lanka,South Africa,Dubai,Bowling,Cloudy,1,0,182.0,197.0,8,6,82,47,31.0,69.0,T20,1
West Indies,Pakistan,Chennai,Batting,Cloudy,1,1,155.0,169.0,4,8,64,67,54.0,89.0,ODI,0
Bangladesh,England,Bengaluru,Batting,Rainy,2,0,197.0,149.0,7,4,67,85,86.0,87.0,T20,1
South Africa,Bangladesh,Dubai,Balanced,Clear,2,0,174.0,168.0,4,5,83,52,20.0,98.0,T20,1
England,Sri Lanka,Chennai,Bowling,Clear,2,0,183.0,172.0,8,9,53,38,49.0,99.0,T20,1
Bangladesh,India,London,Balanced,Clear,2,1,161.0,143.0,6,5,56,87,82.0,99.0,ODI,0
England,Afghanistan,Chennai,Balanced,Humid,2,0,150.0,182.0,6,9,82,67,91.0,22.0,ODI,0
India,Sri Lanka,Chennai,Bowling,Cloudy,2,0,170.0,184.0,6,7,56,65,39.0,44.0,T20,0
